AFG	CHN
AFG	IRN
AFG	PAK
AFG	TJK
AFG	TKM
AFG	UZB
AGO	COD
AGO	NAM
AGO	ZMB
ALB	GRC
ALB	MKD
ALB	MNE
ALB	XKX
ARE	OMN
ARE	SAU
ARG	BOL
ARG	BRA
ARG	CHL
ARG	PRY
ARG	URY
ARM	AZE
ARM	GEO
ARM	IRN
ARM	TUR
AUT	CHE
AUT	CZE
AUT	DEU
AUT	HUN
AUT	ITA
AUT	SVK
AUT	SVN
AZE	ARM
AZE	GEO
AZE	IRN
AZE	RUS
BDI	COD
BDI	RWA
BDI	TZA
BEL	DEU
BEL	FRA
BEL	LUX
BEL	NLD
BEN	BFA
BEN	NER
BEN	NGA
BEN	TGO
BFA	BEN
BFA	CIV
BFA	GHA
BFA	MLI
BFA	NER
BFA	TGO
BGD	IND
BGD	MMR
BGR	GRC
BGR	MKD
BGR	ROU
BGR	SRB
BGR	TUR
BIH	HRV
BIH	MNE
BIH	SRB
BLR	LTU
BLR	LVA
BLR	POL
BLR	RUS
BLR	UKR
BLZ	GTM
BLZ	MEX
BOL	ARG
BOL	BRA
BOL	CHL
BOL	PER
BOL	PRY
BRA	ARG
BRA	BOL
BRA	COL
BRA	GUY
BRA	PER
BRA	PRY
BRA	SUR
BRA	URY
BRA	VEN
BRN	MYS
BTN	CHN
BTN	IND
BWA	NAM
BWA	ZAF
BWA	ZMB
BWA	ZWE
CAF	CMR
CAF	COD
CAF	COG
CAF	SDN
CAF	TCD
CAN	USA
CHE	AUT
CHE	DEU
CHE	FRA
CHE	ITA
CHL	ARG
CHL	BOL
CHL	PER
CHN	AFG
CHN	BTN
CHN	IND
CHN	KAZ
CHN	KGZ
CHN	LAO
CHN	MMR
CHN	MNG
CHN	NPL
CHN	PAK
CHN	PRK
CHN	RUS
CHN	TJK
CHN	VNM
CIV	BFA
CIV	GHA
CIV	GIN
CIV	LBR
CIV	MLI
CMR	CAF
CMR	COG
CMR	GAB
CMR	GNQ
CMR	NGA
CMR	TCD
COD	AGO
COD	BDI
COD	CAF
COD	COG
COD	RWA
COD	SDN
COD	TZA
COD	UGA
COD	ZMB
COG	AGO
COG	CAF
COG	CMR
COG	COD
COG	GAB
COL	BRA
COL	ECU
COL	PAN
COL	PER
COL	VEN
CRI	NIC
CRI	PAN
CZE	AUT
CZE	DEU
CZE	POL
CZE	SVK
DEU	AUT
DEU	BEL
DEU	CHE
DEU	CZE
DEU	DNK
DEU	FRA
DEU	LUX
DEU	NLD
DEU	POL
DJI	ERI
DJI	ETH
DJI	SOM
DNK	DEU
DOM	HTI
DZA	LBY
DZA	MAR
DZA	MLI
DZA	MRT
DZA	NER
DZA	TUN
ECU	COL
ECU	PER
EGY	ISR
EGY	LBY
EGY	SDN
ERI	DJI
ERI	ETH
ERI	SDN
ESP	FRA
ESP	PRT
EST	LVA
EST	RUS
ETH	DJI
ETH	ERI
ETH	KEN
ETH	SDN
ETH	SOM
FIN	NOR
FIN	RUS
FIN	SWE
FRA	BEL
FRA	CHE
FRA	DEU
FRA	ESP
FRA	ITA
FRA	LUX
GAB	CMR
GAB	COG
GAB	GNQ
GEO	ARM
GEO	AZE
GEO	RUS
GEO	TUR
GHA	BFA
GHA	CIV
GHA	TGO
GIN	CIV
GIN	GNB
GIN	LBR
GIN	MLI
GIN	SEN
GIN	SLE
GMB	SEN
GNB	GIN
GNB	SEN
GNQ	CMR
GNQ	GAB
GRC	ALB
GRC	BGR
GRC	MKD
GRC	TUR
GTM	BLZ
GTM	HND
GTM	MEX
GTM	SLV
GUY	BRA
GUY	SUR
GUY	VEN
HND	GTM
HND	NIC
HND	SLV
HRV	BIH
HRV	HUN
HRV	ITA
HRV	SRB
HRV	SVN
HTI	DOM
HUN	AUT
HUN	HRV
HUN	ROU
HUN	SRB
HUN	SVK
HUN	SVN
HUN	UKR
IDN	PNG
IND	BGD
IND	BTN
IND	CHN
IND	MMR
IND	NPL
IND	PAK
IRL	GBR
IRN	AFG
IRN	ARM
IRN	AZE
IRN	IRQ
IRN	PAK
IRN	TKM
IRN	TUR
IRQ	IRN
IRQ	JOR
IRQ	KWT
IRQ	SAU
IRQ	SYR
IRQ	TUR
ISR	EGY
ISR	JOR
ISR	LBN
ISR	SYR
ITA	AUT
ITA	CHE
ITA	FRA
ITA	HRV
ITA	SVN
JOR	IRQ
JOR	ISR
JOR	SAU
JOR	SYR
KAZ	CHN
KAZ	KGZ
KAZ	RUS
KAZ	TKM
KAZ	UZB
KEN	ETH
KEN	SDN
KEN	SOM
KEN	TZA
KEN	UGA
KGZ	CHN
KGZ	KAZ
KGZ	TJK
KGZ	UZB
KHM	LAO
KHM	THA
KHM	VNM
KOR	PRK
KWT	IRQ
KWT	SAU
LAO	CHN
LAO	KHM
LAO	MMR
LAO	THA
LAO	VNM
LBN	ISR
LBN	SYR
LBR	CIV
LBR	GIN
LBR	SLE
LBY	DZA
LBY	EGY
LBY	NER
LBY	SDN
LBY	TCD
LSO	ZAF
LTU	BLR
LTU	LVA
LTU	POL
LUX	BEL
LUX	DEU
LUX	FRA
LVA	BLR
LVA	EST
LVA	LTU
LVA	RUS
LYB	TUN
MAR	DZA
MDA	ROU
MDA	UKR
MEX	BLZ
MEX	GTM
MEX	USA
MKD	ALB
MKD	BGR
MKD	GRC
MKD	SRB
MKD	XKX
MLI	BFA
MLI	CIV
MLI	DZA
MLI	GIN
MLI	MRT
MLI	NER
MLI	SEN
MMR	BGD
MMR	CHN
MMR	IND
MMR	LAO
MMR	THA
MNE	ALB
MNE	BIH
MNE	SRB
MNE	XKX
MNG	CHN
MNG	RUS
MOZ	MWI
MOZ	SWZ
MOZ	TZA
MOZ	ZAF
MOZ	ZMB
MOZ	ZWE
MRT	DZA
MRT	MLI
MRT	SEN
MWI	MOZ
MWI	TZA
MWI	ZMB
MYS	THA
NAM	AGO
NAM	BWA
NAM	ZAF
NAM	ZMB
NER	BEN
NER	BFA
NER	DZA
NER	LBY
NER	MLI
NER	NGA
NER	TCD
NGA	BEN
NGA	CMR
NGA	NER
NGA	TCD
NIC	CRI
NIC	HND
NLD	BEL
NLD	DEU
NOR	FIN
NOR	RUS
NOR	SWE
NPL	CHN
NPL	IND
OMN	ARE
OMN	SAU
OMN	YEM
PAK	AFG
PAK	CHN
